arquivo,estrutura,texto_original,codigo,descricao,dimensoes,largura,altura,profundidade,quantidade,unidade,material,area_m2,tipo,dimensao1,dimensao2
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02CORTE AA (11)
1:50
",,,,,,,02,,"CORTE AA (11)
1:50
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,70 ,,,,,,,70,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05,,,,,,,0,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"10 05 1 902 80
DET",,,,,,,10,,"05 1 902 80
DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"3
ESC",,,,,,,3,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA INTERNA (11)
1:50
 05  35  30  05 10 05 1 90
 60  60  70
1 90 35  05
GAVETA
GAVETA
GAVETA
GAVETAPRATELEIRACUBA DE APOIO REDONDA Ø30 E TORNEIRA
DE MESA BICA ALTA PARA LAVATÓRIO
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E
PORTAS EM MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) COM PUXADORES
CAVA  EM ALUMÍNIO
BANCO EM MDF 18mm BELLINI GREENPLAC COM
FUTON BEGE ACETINADO
ARMÁRIO EM MDF 18mm BELLINI GREENPLAC COM RODÍZIO  OCULTO
EM SAIA DE 3cm",,,,,,,02,,"VISTA INTERNA (11)
1:50
 05  35  30  05 10 05 1 90
 60  60  70
1 90 35  05
GAVETA
GAVETA
GAVETA
GAVETAPRATELEIRACUBA DE APOIO REDONDA Ø30 E TORNEIRA
DE MESA BICA ALTA PARA LAVATÓRIO
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E
PORTAS EM MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) COM PUXADORES
CAVA  EM ALUMÍNIO
BANCO EM MDF 18mm BELLINI GREENPLAC COM
FUTON BEGE ACETINADO
ARMÁRIO EM MDF 18mm BELLINI GREENPLAC COM RODÍZIO  OCULTO
EM SAIA DE 3cm",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"50mmPAINÉL EM MDF 18mmBELLINI GREENPLAC COM ESPELHO
2 80
DET",,,,,,,50,,"mmPAINÉL EM MDF 18mmBELLINI GREENPLAC COM ESPELHO
2 80
DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"3
ESC",,,,,,,3,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 (11)
1:50
",,,,,,,02,,"VISTA 01 (11)
1:50
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 ,,,,,,,05,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,35 ,,,,,,,35,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05,,,,,,,0,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"40
",,,,,,,40,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,60 ,,,,,,,60,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"70
",,,,,,,70,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,65 ,,,,,,,65,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05,,,,,,,0,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,10 ,,,,,,,10,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
",,,,,,,05,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,30 ,,,,,,,30,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"30
1",,,,,,,30,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,90,,,,,,,9,,0,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,60 ,,,,,,,60,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"60
2",,,,,,,60,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,80,,,,,,,8,,0,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
1 90
GAVETA
GAVETA
GAVETA
GAVETACUBA DE APOIO REDONDA Ø30 E TORNEIRA
DE MESA BICA ALTA PARA LAVATÓRIO
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E
PORTAS EM MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) COM PUXADORES
CAVA  EM ALUMÍNIO
BANCO EM MDF 18mm BELLINI GREENPLAC COM
FUTON BEGE ACETINADO
ARMÁRIO EM MDF 18mm BELLINI GREENPLAC COM RODÍZIO  OCULTO
EM SAIA DE 3cm",,,,,,,05,,"1 90
GAVETA
GAVETA
GAVETA
GAVETACUBA DE APOIO REDONDA Ø30 E TORNEIRA
DE MESA BICA ALTA PARA LAVATÓRIO
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E
PORTAS EM MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) COM PUXADORES
CAVA  EM ALUMÍNIO
BANCO EM MDF 18mm BELLINI GREENPLAC COM
FUTON BEGE ACETINADO
ARMÁRIO EM MDF 18mm BELLINI GREENPLAC COM RODÍZIO  OCULTO
EM SAIA DE 3cm",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"50mmPAINÉL EM MDF 18mmBELLINI GREENPLAC COM ESPELHO
MESA EM MDF 5cm BELLINI GREENPLAC
ESC",,,,,,,50,,"mmPAINÉL EM MDF 18mmBELLINI GREENPLAC COM ESPELHO
MESA EM MDF 5cm BELLINI GREENPLAC
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 02 
1:50
",,,,,,,02,,"VISTA 02 
1:50
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"75GAVETA
GAVETA
GAVETA
GAVETA
ESC",,,,,,,75,,"GAVETA
GAVETA
GAVETA
GAVETA
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 
1:50 50
1",,,,,,,02,,"VISTA 01 
1:50 50
1",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"83MESA EM MDF 5cm BELLINI GREENPLAC
DET",,,,,,,83,,"MESA EM MDF 5cm BELLINI GREENPLAC
DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"1
ESC",,,,,,,1,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01  
1:50
",,,,,,,02,,"VISTA 01  
1:50
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,75,,,,,,,7,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,75 ,,,,,,,75,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
GAVETA
GAVETA
GAVETA
GAVETA
ESC",,,,,,,05,,"GAVETA
GAVETA
GAVETA
GAVETA
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02CORTE AA 
1:50 50
1",,,,,,,02,,"CORTE AA 
1:50 50
1",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8  48,,,,,,,8,,48,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"2
1",,,,,,,2,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,8 15,,,,,,,8,,15,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,83DET,,,,,,,83,,DET,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"1
1MESA EM MDF 5cm BELLINI GREENPLAC2
ESC",,,,,,,1,,"1MESA EM MDF 5cm BELLINI GREENPLAC2
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA MESA 
1:50",,,,,,,02,,"PLANTA MESA 
1:50",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 ,,,,,,,05,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,95 ,,,,,,,95,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
1",,,,,,,05,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"00
",,,,,,,00,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"55
ESC",,,,,,,55,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA GAVETEIRO 
1:50AA 50 50
COMERCIAL 
PM80ESCRITÓRIO 
A: 6",,,,,,,02,,"PLANTA GAVETEIRO 
1:50AA 50 50
COMERCIAL 
PM80ESCRITÓRIO 
A: 6",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"39m²
GAVETEIRO56
1015 16
ESTOQUE 
A: 2",,,,,,,39,,"m²
GAVETEIRO56
1015 16
ESTOQUE 
A: 2",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"70m²PM8011713
18
ESC",,,,,,,70,,"m²PM8011713
18
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 INTERNA (15)
1:50DET",,,,,,,02,,"VISTA 01 INTERNA (15)
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,251,,,,,,,25,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"8
40",,,,,,,8,,40,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,3 40,,,,,,,3,,40,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,3 40,,,,,,,3,,40,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,3 40,,,,,,,3,,40,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,3 40,,,,,,,3,,40,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,3 1,,,,,,,3,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"8
ARMÁRIO FICHEIRO ALTO EM MDF
18mm BELLINI GREENPLAC
E PORTAS EM MDF VERSALHES
GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,,,,8,,"ARMÁRIO FICHEIRO ALTO EM MDF
18mm BELLINI GREENPLAC
E PORTAS EM MDF VERSALHES
GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"90
ARMÁRIO FICHEIRO ALTO
EM MDF 18mm BELLINI
GREENPLAC
E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO
ESC",,,,,,,90,,"ARMÁRIO FICHEIRO ALTO
EM MDF 18mm BELLINI
GREENPLAC
E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 (15)
1:50DET",,,,,,,02,,"VISTA 01 (15)
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"3
",,,,,,,3,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 2,,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
2",,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,10,,,,,,,1,,0,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"90
1
2
",,,,,,,90,,"1
2
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"45
ESC",,,,,,,45,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA ARMÁRIO ALTO (15)
1:50",,,,,,,02,,"PLANTA ARMÁRIO ALTO (15)
1:50",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"90
",,,,,,,90,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,45,,,,,,,4,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"501
2
ESC",,,,,,,501,,"2
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA ÁRMARIO (13)
1:50
ESTOQUE1",,,,,,,02,,"PLANTA ÁRMARIO (13)
1:50
ESTOQUE1",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,17,,,,,,,1,,7,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"60
",,,,,,,60,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"58
ESC",,,,,,,58,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 (13)
1:50DET",,,,,,,02,,"VISTA 01 (13)
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"3
",,,,,,,3,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 2,,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"45
2",,,,,,,45,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,50,,,,,,,5,,0,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,571,,,,,,,57,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"17
",,,,,,,17,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"60
ARMÁRIO EM MDF 18mm
BELLINI GREENPLAC E
PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO
ESC",,,,,,,60,,"ARMÁRIO EM MDF 18mm
BELLINI GREENPLAC E
PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01 INTERNA (13)
1:50GAVETAPRAT",,,,,,,02,,"VISTA 01 INTERNA (13)
1:50GAVETAPRAT",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"2
5",,,,,,,2,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 1,,,,,,,02,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"13
",,,,,,,13,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,29 ,,,,,,,29,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,29PRAT,,,,,,,29,,PRAT,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,64,,,,,,,6,,4,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02,,,,,,,0,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02
",,,,,,,02,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,95,,,,,,,9,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,91 ,,,,,,,91,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02
2",,,,,,,02,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"50
GAVETA
GAVETA
GAVETA
GAVETAPRAT",,,,,,,50,,"GAVETA
GAVETA
GAVETA
GAVETAPRAT",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 ,,,,,,,05,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,16 ,,,,,,,16,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,16 ,,,,,,,16,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,16 ,,,,,,,16,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,16 ,,,,,,,16,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"21
",,,,,,,21,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,911,,,,,,,91,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"17
FRIGOBARPRATELEIRAS EM
MDF 18mm BELLINI
GREENPLAC
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC
E GAVETAS EM MDF VERSALHES
GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA EM ALUMÍNIO
",,,,,,,17,,"FRIGOBARPRATELEIRAS EM
MDF 18mm BELLINI
GREENPLAC
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC
E GAVETAS EM MDF VERSALHES
GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA EM ALUMÍNIO
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02,,,,,,,0,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,44 ,,,,,,,44,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,44 ,,,,,,,44,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,44 ,,,,,,,44,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,44 ,,,,,,,44,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,29 ,,,,,,,29,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,29 ,,,,,,,29,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02
",,,,,,,02,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,55 ,,,,,,,55,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,56 ,,,,,,,56,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,02 ,,,,,,,02,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02
ESC",,,,,,,02,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 02  (13)
1:50DET",,,,,,,02,,"VISTA 02  (13)
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 2,,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,452,,,,,,,45,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"50
ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,,,,50,,"ARMÁRIO EM MDF 18mm BELLINI
GREENPLAC E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"60
ESC",,,,,,,60,,ESC,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA ESTOQUE
1:50
ESC",,,,,,,02,,"PLANTA ESTOQUE
1:50
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA ESCRITÓRIO
1:50
ESC",,,,,,,02,,"PLANTA ESCRITÓRIO
1:50
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 02
1:50BARRA DE APOIO
EM INOX 70cm",,,,,,,02,,"VISTA 02
1:50BARRA DE APOIO
EM INOX 70cm",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,75 ,,,,,,,75,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,10,,,,,,,1,,0,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"70
BARRA DE APOIO
EM INOX 80cm2",,,,,,,70,,"BARRA DE APOIO
EM INOX 80cm2",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,801,,,,,,,80,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"80
",,,,,,,80,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,83 ,,,,,,,83,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"17
1",,,,,,,17,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,001,,,,,,,00,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"90
",,,,,,,90,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"80 BACIA COM CAIXA ACOPLADA
(A ALTURA DO ASSENTO DEVE
SER 46cm)
DETALHE 02 - CORTE
PASSA FIO
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSMESA
PASSA FIO
ARMÁRIO1",,,,,,,80,,"BACIA COM CAIXA ACOPLADA
(A ALTURA DO ASSENTO DEVE
SER 46cm)
DETALHE 02 - CORTE
PASSA FIO
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSMESA
PASSA FIO
ARMÁRIO1",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"5 7
DETALHE 03 - CORTE
RECUO BASE MOBILIÁRIO
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSFRENTE ARMÁRIO
BASE ARMÁRIO5
5
DETALHE 04 - VISTA
MEIA ESQUADRIA MESA
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSMESAS COM
ACABAMENTO EM
MEIA ESQUADRIA5ESC",,,,,,,5,,"7
DETALHE 03 - CORTE
RECUO BASE MOBILIÁRIO
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSFRENTE ARMÁRIO
BASE ARMÁRIO5
5
DETALHE 04 - VISTA
MEIA ESQUADRIA MESA
CONFERIR MEDIDAS NO LOCAL
MEDIDAS EM CENTÍMETROSMESAS COM
ACABAMENTO EM
MEIA ESQUADRIA5ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02AVALIAÇÃO / ATENDIMENTO 01
1:50
ESC",,,,,,,02,,"AVALIAÇÃO / ATENDIMENTO 01
1:50
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 02 (15)
1:50DET",,,,,,,02,,"VISTA 02 (15)
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 2,,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,052,,,,,,,05,,2,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"10ARMÁRIO FICHEIRO ALTO EM
MDF 18mm BELLINI
GREENPLAC
E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,,,,10,,"ARMÁRIO FICHEIRO ALTO EM
MDF 18mm BELLINI
GREENPLAC
E PORTAS EM MDF
VERSALHES GREENPLAC
 (VEIOS NA VERTICAL) COM
PUXADORES
CAVA  EM ALUMÍNIO",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"501
2
ESC",,,,,,,501,,"2
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02PLANTA MESA 
1:50DET",,,,,,,02,,"PLANTA MESA 
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"1
",,,,,,,1,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,05 1,,,,,,,05,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,10 ,,,,,,,10,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"05
1",,,,,,,05,,1,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"20
",,,,,,,20,,"
",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"55MESA EM MDF 5cm BELLINI GREENPLAC
ESC",,,,,,,55,,"MESA EM MDF 5cm BELLINI GREENPLAC
ESC",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"02VISTA 01
1:50DET",,,,,,,02,,"VISTA 01
1:50DET",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,"1
GAVETAMESA EM MDF 5cm BELLINI
GREENPLAC
GAVETA E MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) PUXADORES
TIPO CAVA",,,,,,,1,,"GAVETAMESA EM MDF 5cm BELLINI
GREENPLAC
GAVETA E MDF VERSALHES GREENPLAC
(VEIOS NA VERTICAL) PUXADORES
TIPO CAVA",,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,75,,,,,,,7,,5,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,70 ,,,,,,,70,, ,,,,
RF_VIAMA_O_MOBILIARIO_R01.pdf,quantidade_material,0517,,,,,,,051,,7,,,,
